hour_bucket,site,pred_utilization,price_multiplier,dynamic_tariff,baseline_tariff,pricing_action
2018-04-26 16:00:00-07:00,caltech,0.021172753772290883,0.7211727537722908,10.817591306584363,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-26 17:00:00-07:00,caltech,0.019179886831275722,0.7191798868312756,10.787698302469135,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-26 18:00:00-07:00,caltech,0.3123723079561046,1.0,15.0,15.0,HOLD (balanced demand)
2018-04-26 19:00:00-07:00,caltech,0.08061748971193416,0.7806174897119341,11.709262345679011,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-26 20:00:00-07:00,caltech,0.0701444272976682,0.7701444272976682,11.552166409465023,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-26 21:00:00-07:00,caltech,0.005269187242798356,0.7052691872427983,10.579037808641974,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-26 22:00:00-07:00,caltech,0.012948525377229047,0.712948525377229,10.694227880658435,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-26 23:00:00-07:00,caltech,0.02720691015089164,0.7272069101508916,10.908103652263373,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 00:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 01:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 02:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 03:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 04:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 05:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 06:00:00-07:00,caltech,0.16028412208504772,0.8602841220850477,12.904261831275715,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 07:00:00-07:00,caltech,0.09711107681755884,0.7971110768175588,11.95666615226338,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 08:00:00-07:00,caltech,0.5633708504801097,1.0,15.0,15.0,HOLD (balanced demand)
2018-04-27 09:00:00-07:00,caltech,0.5985233367626867,1.0,15.0,15.0,HOLD (balanced demand)
2018-04-27 10:00:00-07:00,caltech,0.2313949588477361,0.9313949588477362,13.970924382716042,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 11:00:00-07:00,caltech,0.2071080246913585,0.9071080246913585,13.606620370370377,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 12:00:00-07:00,caltech,0.10260584705075484,0.8026058470507548,12.039087705761322,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 13:00:00-07:00,caltech,0.07322638888888906,0.7732263888888891,11.598395833333337,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 14:00:00-07:00,caltech,0.043835253772290805,0.7438352537722908,11.157528806584361,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 15:00:00-07:00,caltech,0.04393192729766807,0.743931927297668,11.15897890946502,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 16:00:00-07:00,caltech,0.007865500685871055,0.7078655006858711,10.617982510288066,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 17:00:00-07:00,caltech,0.22152004458161842,0.9215200445816184,13.822800668724277,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 18:00:00-07:00,caltech,0.1513184499314125,0.8513184499314125,12.769776748971188,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 19:00:00-07:00,caltech,0.25216186556927367,0.9521618655692736,14.282427983539105,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 20:00:00-07:00,caltech,0.3039776406035658,1.0,15.0,15.0,HOLD (balanced demand)
2018-04-27 21:00:00-07:00,caltech,0.28697592592592625,0.9869759259259263,14.804638888888896,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 22:00:00-07:00,caltech,0.19579665637860033,0.8957966563786003,13.436949845679004,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-27 23:00:00-07:00,caltech,0.061091220850480285,0.7610912208504802,11.416368312757204,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 00:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 01:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 02:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 03:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 04:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 05:00:00-07:00,caltech,0.029067644032921832,0.7290676440329218,10.936014660493827,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 06:00:00-07:00,caltech,0.02485262345679017,0.7248526234567901,10.872789351851852,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 07:00:00-07:00,caltech,0.0698902777777776,0.7698902777777776,11.548354166666664,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 08:00:00-07:00,caltech,0.08650120027434878,0.7865012002743488,11.797518004115231,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 09:00:00-07:00,caltech,0.08056706104252426,0.7805670610425243,11.708505915637865,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 10:00:00-07:00,caltech,0.19127788065843576,0.8912778806584357,13.369168209876536,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 11:00:00-07:00,caltech,0.2641258744855955,0.9641258744855955,14.461888117283932,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 12:00:00-07:00,caltech,0.12069939986282593,0.8206993998628259,12.310490997942388,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 13:00:00-07:00,caltech,0.06462326817558299,0.7646232681755829,11.469349022633743,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 14:00:00-07:00,caltech,0.07203887174211253,0.7720388717421125,11.580583076131688,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 15:00:00-07:00,caltech,0.005361299725651578,0.7053612997256515,10.580419495884772,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 16:00:00-07:00,caltech,0.09413064128943742,0.7941306412894374,11.911959619341562,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 17:00:00-07:00,caltech,0.13474662208504745,0.8347466220850475,12.521199331275712,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 18:00:00-07:00,caltech,0.021119067215363524,0.7211190672153635,10.816786008230451,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 19:00:00-07:00,caltech,0.07845003429355284,0.7784500342935528,11.676750514403292,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 20:00:00-07:00,caltech,0.0054045438957476,0.7054045438957476,10.581068158436214,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 21:00:00-07:00,caltech,0.06005413237311388,0.7600541323731138,11.400811985596707,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 22:00:00-07:00,caltech,0.09124210105166876,0.7912421010516687,11.86863151577503,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-28 23:00:00-07:00,caltech,0.008388460219478736,0.7083884602194787,10.62582690329218,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 00:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 01:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 02:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 03:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 04:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 05:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 06:00:00-07:00,caltech,0.013731395747599455,0.7137313957475994,10.70597093621399,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 07:00:00-07:00,caltech,0.009232733196159124,0.7092327331961591,10.638490997942386,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 08:00:00-07:00,caltech,0.0033921124828532236,0.7033921124828532,10.550881687242798,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 09:00:00-07:00,caltech,0.052818947187928525,0.7528189471879285,11.292284207818927,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 10:00:00-07:00,caltech,0.08741551783264763,0.7874155178326476,11.811232767489715,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 11:00:00-07:00,caltech,0.24297073045267445,0.9429707304526744,14.144560956790116,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 12:00:00-07:00,caltech,0.07106200274348458,0.7710620027434846,11.565930041152269,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 13:00:00-07:00,caltech,0.08858969478738016,0.7885896947873802,11.828845421810703,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 14:00:00-07:00,caltech,0.16480524691358073,0.8648052469135807,12.972078703703712,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 15:00:00-07:00,caltech,0.09796250000000027,0.7979625000000002,11.969437500000003,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 16:00:00-07:00,caltech,0.14174065500685915,0.8417406550068591,12.626109825102887,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 17:00:00-07:00,caltech,0.14563031550068586,0.8456303155006859,12.68445473251029,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 18:00:00-07:00,caltech,0.037832081618655686,0.7378320816186557,11.067481224279835,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 19:00:00-07:00,caltech,0.10151546639231868,0.8015154663923186,12.02273199588478,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 20:00:00-07:00,caltech,0.07048097279378145,0.7704809727937814,11.557214591906721,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 21:00:00-07:00,caltech,0.005064831961591222,0.7050648319615912,10.575972479423868,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 22:00:00-07:00,caltech,0.02954252972107911,0.729542529721079,10.943137945816185,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-29 23:00:00-07:00,caltech,0.088003772290809,0.788003772290809,11.820056584362135,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 00:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 01:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 02:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 03:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 04:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 05:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 06:00:00-07:00,caltech,0.06972122427983563,0.7697212242798356,11.545818364197533,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 07:00:00-07:00,caltech,0.0867125857338824,0.7867125857338824,11.800688786008235,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 08:00:00-07:00,caltech,0.8243167695473227,1.0607919238683066,15.911878858024599,15.0,"SURGE (high demand - raise price, relieve congestion)"
2018-04-30 09:00:00-07:00,caltech,0.4381101165980791,1.0,15.0,15.0,HOLD (balanced demand)
2018-04-30 10:00:00-07:00,caltech,0.3560139060356654,1.0,15.0,15.0,HOLD (balanced demand)
2018-04-30 11:00:00-07:00,caltech,0.0515447702331963,0.7515447702331962,11.273171553497944,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 12:00:00-07:00,caltech,0.19518689986282498,0.895186899862825,13.427803497942374,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 13:00:00-07:00,caltech,0.07216881001371736,0.7721688100137173,11.58253215020576,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 14:00:00-07:00,caltech,0.10736399176954743,0.8073639917695474,12.110459876543212,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 15:00:00-07:00,caltech,0.04834477023319628,0.7483447702331962,11.225171553497944,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 16:00:00-07:00,caltech,0.0641740397805213,0.7641740397805212,11.462610596707819,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 17:00:00-07:00,caltech,0.13209602194787412,0.8320960219478741,12.481440329218112,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 18:00:00-07:00,caltech,0.18069729080932687,0.8806972908093269,13.210459362139904,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 19:00:00-07:00,caltech,0.061282030178326535,0.7612820301783265,11.419230452674897,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 20:00:00-07:00,caltech,0.07846680384087829,0.7784668038408783,11.677002057613175,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 21:00:00-07:00,caltech,0.23042426268861438,0.9304242626886143,13.956363940329215,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 22:00:00-07:00,caltech,0.14486853566529473,0.8448685356652947,12.67302803497942,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-04-30 23:00:00-07:00,caltech,0.006755161179698215,0.7067551611796982,10.601327417695472,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 00:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 01:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 02:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 03:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 04:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 05:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 06:00:00-07:00,caltech,0.0978787551440333,0.7978787551440333,11.968181327160499,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 07:00:00-07:00,caltech,0.16402458847736595,0.864024588477366,12.96036882716049,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 08:00:00-07:00,caltech,0.6088992798353892,1.0,15.0,15.0,HOLD (balanced demand)
2018-05-01 09:00:00-07:00,caltech,0.8015537722908056,1.0038844307270138,15.058266460905207,15.0,"SURGE (high demand - raise price, relieve congestion)"
2018-05-01 10:00:00-07:00,caltech,0.32122457133059046,1.0,15.0,15.0,HOLD (balanced demand)
2018-05-01 11:00:00-07:00,caltech,0.1130479595336079,0.8130479595336079,12.195719393004119,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 12:00:00-07:00,caltech,0.10965015432098736,0.8096501543209873,12.14475231481481,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 13:00:00-07:00,caltech,0.14628143004115185,0.8462814300411519,12.694221450617277,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 14:00:00-07:00,caltech,0.015865826474622768,0.7158658264746227,10.73798739711934,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 15:00:00-07:00,caltech,0.018942506858710587,0.7189425068587105,10.784137602880659,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 16:00:00-07:00,caltech,0.043876697530864116,0.743876697530864,11.158150462962961,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 17:00:00-07:00,caltech,0.058873662551440435,0.7588736625514404,11.383104938271606,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 18:00:00-07:00,caltech,0.23988852880658523,0.9398885288065852,14.098327932098778,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 19:00:00-07:00,caltech,0.27906189986282665,0.9790618998628267,14.685928497942399,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 20:00:00-07:00,caltech,0.11906783264746243,0.8190678326474624,12.286017489711936,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 21:00:00-07:00,caltech,0.16460538408779096,0.864605384087791,12.969080761316864,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 22:00:00-07:00,caltech,0.0118769890260631,0.7118769890260631,10.678154835390947,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-01 23:00:00-07:00,caltech,0.007156081390032008,0.7071560813900319,10.60734122085048,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 00:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 01:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 02:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 03:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 04:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 05:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 06:00:00-07:00,caltech,0.06451124828532244,0.7645112482853225,11.467668724279838,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 07:00:00-07:00,caltech,0.5248307956104268,1.0,15.0,15.0,HOLD (balanced demand)
2018-05-02 08:00:00-07:00,caltech,0.9993119513031549,1.4982798782578872,22.47419817386831,15.0,"SURGE (high demand - raise price, relieve congestion)"
2018-05-02 09:00:00-07:00,caltech,0.7349634259259298,1.0,15.0,15.0,HOLD (balanced demand)
2018-05-02 10:00:00-07:00,caltech,0.13450546982167322,0.8345054698216732,12.517582047325098,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 11:00:00-07:00,caltech,0.20445432098765395,0.9044543209876539,13.566814814814808,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 12:00:00-07:00,caltech,0.08516640946502048,0.7851664094650205,11.777496141975307,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 13:00:00-07:00,caltech,0.11445205761316837,0.8144520576131684,12.216780864197526,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 14:00:00-07:00,caltech,0.015766443758573383,0.7157664437585733,10.7364966563786,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 15:00:00-07:00,caltech,0.10046733539094693,0.8004673353909469,12.007010030864205,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 16:00:00-07:00,caltech,0.10113822016460879,0.8011382201646088,12.017073302469132,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 17:00:00-07:00,caltech,0.19018638545953317,0.8901863854595331,13.352795781892997,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 18:00:00-07:00,caltech,0.21933376200274315,0.9193337620027431,13.790006430041146,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 19:00:00-07:00,caltech,0.12122587448559696,0.8212258744855969,12.318388117283954,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 20:00:00-07:00,caltech,0.0838820987654323,0.7838820987654322,11.758231481481484,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 21:00:00-07:00,caltech,0.08220780178326485,0.7822078017832648,11.733117026748971,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 22:00:00-07:00,caltech,0.000787019890260631,0.7007870198902606,10.51180529835391,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-02 23:00:00-07:00,caltech,0.0032108310470964794,0.7032108310470965,10.548162465706447,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-03 00:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-03 01:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-03 02:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-03 03:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-03 04:00:00-07:00,caltech,0.09309247828074967,0.7930924782807497,11.896387174211245,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-03 05:00:00-07:00,caltech,0.0,0.7,10.5,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-03 06:00:00-07:00,caltech,0.13117119855967133,0.8311711985596713,12.467567978395069,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-03 07:00:00-07:00,caltech,0.5068312242798335,1.0,15.0,15.0,HOLD (balanced demand)
2018-05-03 08:00:00-07:00,caltech,0.9878756515775031,1.4696891289437577,22.045336934156367,15.0,"SURGE (high demand - raise price, relieve congestion)"
2018-05-03 09:00:00-07:00,caltech,0.6683275205761335,1.0,15.0,15.0,HOLD (balanced demand)
2018-05-03 10:00:00-07:00,caltech,0.47090428669410045,1.0,15.0,15.0,HOLD (balanced demand)
2018-05-03 11:00:00-07:00,caltech,0.1290584190672152,0.8290584190672152,12.435876286008229,15.0,DISCOUNT (low demand - attract off-peak sessions)
2018-05-03 12:00:00-07:00,caltech,0.17684924554183742,0.8768492455418374,13.152738683127561,15.0,DISCOUNT (low demand - attract off-peak sessions)
