hour,dow,total_occupancy,total_volume,mean_price,is_weekend,occupancy_rate
15,6,4582,5143.134583361997,0.9990803208056681,1,0.4810498687664042
15,6,4586,5064.333333361999,0.9990803208056681,1,0.48146981627296587
15,6,4591,5158.0600001389985,0.9990803208056681,1,0.481994750656168
15,6,4597,5292.729166795999,0.9990803208056681,1,0.4826246719160105
15,6,4607,5330.583333310998,0.9990803208056681,1,0.4836745406824147
15,6,4610,5319.543333296998,0.9990803208056681,1,0.483989501312336
15,6,4629,5632.218749986,0.9990803208056681,1,0.4859842519685039
15,6,4629,5776.845833332996,0.9990803208056681,1,0.4859842519685039
15,6,4639,5777.875000022997,0.9990803208056681,1,0.48703412073490815
15,6,4629,5742.540972410998,0.9990803208056681,1,0.4859842519685039
15,6,4630,5850.701527856999,0.9990803208056681,1,0.4860892388451444
15,6,4634,5949.834722136,0.9990803208056681,1,0.48650918635170604
16,6,4637,5984.582916771002,0.9990803208056681,1,0.4868241469816273
16,6,4643,5993.041666713002,0.9990803208056681,1,0.4874540682414698
16,6,4641,6123.6016667660015,0.9990803208056681,1,0.48724409448818895
16,6,4653,6206.643055498002,0.9990803208056681,1,0.48850393700787403
16,6,4664,6216.50000016,0.9990803208056681,1,0.48965879265091866
16,6,4675,6427.336805430999,0.9990803208056681,1,0.49081364829396323
16,6,4682,6552.808333351,0.9831439348906884,1,0.4915485564304462
16,6,4702,6579.894444449,0.9831439348906884,1,0.4936482939632546
16,6,4715,6476.0183332999995,0.9831439348906884,1,0.49501312335958003
16,6,4721,6432.681944386001,0.9831439348906884,1,0.49564304461942255
16,6,4734,6436.8333332950015,0.9831439348906884,1,0.49700787401574803
16,6,4747,6572.793333180001,0.9831439348906884,1,0.4983727034120735
17,6,4763,6733.323333372001,0.9831439348906884,1,0.5000524934383203
17,6,4775,6852.788888712,0.9831439348906884,1,0.5013123359580053
17,6,4783,6882.220000075002,0.9831439348906884,1,0.5021522309711286
17,6,4789,6810.223333500001,0.9831439348906884,1,0.5027821522309711
17,6,4795,6881.142361168002,0.9831439348906884,1,0.5034120734908136
17,6,4796,6931.037083420001,0.9831439348906884,1,0.503517060367454
17,6,4786,6804.113333463001,0.9831439348906884,1,0.5024671916010499
17,6,4793,6741.083333463005,0.9831439348906884,1,0.5032020997375328
17,6,4802,6630.617499953004,0.9831439348906884,1,0.5041469816272965
17,6,4813,6540.598333366004,0.9831439348906884,1,0.5053018372703412
17,6,4816,6531.716666649,0.9831439348906884,1,0.5056167979002625
17,6,4821,6434.400694436001,0.9831439348906884,1,0.5061417322834646
18,6,4829,6245.120833261,0.9831439348906884,1,0.5069816272965879
18,6,4842,6170.875000043003,0.9831439348906884,1,0.5083464566929133
18,6,4855,6200.426666760003,0.9831439348906884,1,0.5097112860892389
18,6,4879,6296.558333365003,0.9831439348906884,1,0.5122309711286089
18,6,4893,6324.161111096003,0.9831439348906884,1,0.5137007874015748
18,6,4919,6340.719444423001,0.9831439348906884,1,0.5164304461942257
18,6,4938,6336.649999871001,0.9831439348906884,1,0.5184251968503937
18,6,4959,6383.724999871001,0.9831439348906884,1,0.5206299212598425
18,6,4981,6544.941666823998,0.9831439348906884,1,0.5229396325459318
18,6,4997,6602.916666686003,0.9831439348906884,1,0.5246194225721785
18,6,5013,6599.000000016003,0.9831439348906884,1,0.5262992125984252
18,6,5043,6441.867777784002,0.9831439348906884,1,0.5294488188976378
19,6,5063,6370.166666616004,0.9749071140364373,1,0.5315485564304462
19,6,5077,6369.764166616004,0.9749071140364373,1,0.5330183727034121
19,6,5117,6862.351110838003,0.9749071140364373,1,0.5372178477690289
19,6,5139,7115.283333408002,0.9749071140364373,1,0.5395275590551181
19,6,5167,7120.619444487002,0.9749071140364373,1,0.5424671916010498
19,6,5200,7346.878611071003,0.9749071140364373,1,0.5459317585301837
19,6,5219,7450.291666509003,0.9749071140364373,1,0.5479265091863517
19,6,5243,7355.845333394,0.9749071140364373,1,0.5504461942257218
19,6,5246,7311.399999813002,0.9749071140364373,1,0.550761154855643
19,6,5255,7311.399999813002,0.9749071140364373,1,0.5517060367454069
19,6,5273,7215.608750002001,0.9749071140364373,1,0.5535958005249344
19,6,5281,7176.121666721003,0.9749071140364373,1,0.5544356955380577
20,6,5288,7181.108333391003,0.9749071140364373,1,0.5551706036745406
20,6,5293,7081.777083427007,0.9749071140364373,1,0.5556955380577427
20,6,5289,7006.699999828001,0.9749071140364373,1,0.5552755905511811
20,6,5291,6965.870138878001,0.9749071140364373,1,0.5554855643044619
20,6,5299,6954.4849999729995,0.9749071140364373,1,0.5563254593175853
20,6,5303,6989.4236110679985,0.9749071140364373,1,0.556745406824147
20,6,5320,7008.388333314999,0.9749071140364373,1,0.5585301837270341
20,6,5323,7010.175555445996,0.9749071140364373,1,0.5588451443569554
20,6,5336,6887.007638839998,0.9749071140364373,1,0.5602099737532809
20,6,5337,6721.317916478998,0.9749071140364373,1,0.5603149606299213
20,6,5341,6673.3583332419985,0.9749071140364373,1,0.560734908136483
20,6,5351,6654.789722058001,0.9749071140364373,1,0.5617847769028871
21,6,5355,6633.761111007002,0.9589707281255062,1,0.5622047244094488
21,6,5364,6627.282083231002,0.9589707281255062,1,0.5631496062992126
21,6,5376,6553.153055672999,0.9589707281255062,1,0.5644094488188977
21,6,5382,6514.425000036998,0.9589707281255062,1,0.5650393700787402
21,6,5394,6512.775000036999,0.9589707281255062,1,0.5662992125984252
21,6,5406,6701.815000104002,0.9589707281255062,1,0.5675590551181102
21,6,5424,6820.310833334998,0.9589707281255062,1,0.5694488188976378
21,6,5429,6834.858333334998,0.9589707281255062,1,0.5699737532808399
21,6,5459,6879.018750078998,0.9589707281255062,1,0.5731233595800524
21,6,5464,6936.6680556,0.9589707281255062,1,0.5736482939632546
21,6,5489,6876.365277701002,0.9589707281255062,1,0.5762729658792651
21,6,5499,6853.244722223999,0.9589707281255062,1,0.5773228346456692
22,6,5501,6853.0769445219985,0.9589707281255062,1,0.5775328083989502
22,6,5524,6807.976111056003,0.9589707281255062,1,0.5799475065616798
22,6,5522,6796.938888722999,0.9589707281255062,1,0.5797375328083989
22,6,5535,6887.486666663,0.9589707281255062,1,0.5811023622047244
22,6,5550,6855.303611157,0.9589707281255062,1,0.5826771653543307
22,6,5551,6820.089166685999,0.9589707281255062,1,0.5827821522309711
22,6,5557,6829.831666580996,0.9589707281255062,1,0.5834120734908137
22,6,5571,6843.836110977997,0.9589707281255062,1,0.5848818897637795
22,6,5577,6949.649444187999,0.9589707281255062,1,0.585511811023622
22,6,5581,6994.809722089003,0.9589707281255062,1,0.5859317585301838
22,6,5576,6954.680000012,0.9589707281255062,1,0.5854068241469816
22,6,5585,6935.441666550002,0.9589707281255062,1,0.5863517060367454
23,6,5593,7012.854583309001,0.9379849311497974,1,0.5871916010498688
23,6,5606,7050.983333306002,0.9379849311497974,1,0.5885564304461942
23,6,5610,7050.983333306002,0.9379849311497974,1,0.5889763779527559
23,6,5627,7063.676666546002,0.9379849311497974,1,0.5907611548556431
23,6,5635,7069.6499999100015,0.9379849311497974,1,0.5916010498687664
23,6,5637,7069.6499999100015,0.9379849311497974,1,0.5918110236220473
23,6,5653,7246.613749978002,0.9379849311497974,1,0.5934908136482939
23,6,5661,7333.774999948002,0.9379849311497974,1,0.5943307086614174
23,6,5674,7333.774999948002,0.9379849311497974,1,0.5956955380577428
23,6,5684,7711.09000002,0.9379849311497974,1,0.596745406824147
23,6,5717,7888.65000006,0.9379849311497974,1,0.6002099737532809
23,6,5745,7889.048611169999,0.9379849311497974,1,0.6031496062992125
0,0,5778,8769.440277865,0.9074143824534415,0,0.6066141732283464
0,0,5830,9229.649999893001,0.9074143824534415,0,0.6120734908136483
0,0,5882,9229.649999893001,0.9074143824534415,0,0.6175328083989501
0,0,5956,10782.696249952998,0.9074143824534415,0,0.6253018372703412
0,0,5997,11480.441666618997,0.9074143824534415,0,0.6296062992125985
0,0,6042,11824.604722365992,0.9074143824534415,0,0.6343307086614173
0,0,6057,11981.650000010995,0.9074143824534415,0,0.6359055118110236
0,0,6072,11981.650000010995,0.9074143824534415,0,0.63748031496063
0,0,6116,12348.149583666,0.9074143824534415,0,0.6420997375328084
0,0,6125,12523.275000091995,0.9074143824534415,0,0.6430446194225722
0,0,6162,12525.339305464993,0.9074143824534415,0,0.6469291338582677
0,0,6140,12526.983333270993,0.9074143824534415,0,0.6446194225721785
1,0,6137,12526.983333270993,0.9074143824534415,0,0.6443044619422572
1,0,6103,12348.832638419997,0.9074143824534415,0,0.6407349081364829
1,0,6092,12266.663888838993,0.9074143824534415,0,0.6395800524934383
1,0,6082,12086.82833323499,0.9074143824534415,0,0.6385301837270341
1,0,6073,12002.108333228989,0.9074143824534415,0,0.6375853018372704
1,0,6066,12002.108333228989,0.9074143824534415,0,0.6368503937007874
1,0,6060,11805.492778117989,0.9074143824534415,0,0.6362204724409449
1,0,6051,11715.374444401987,0.9074143824534415,0,0.6352755905511811
1,0,6048,11715.191666621984,0.9074143824534415,0,0.6349606299212598
1,0,6043,11599.537499790986,0.9074143824534415,0,0.6344356955380578
1,0,6037,11545.941666618986,0.9074143824534415,0,0.6338057742782153
1,0,6027,11545.941666618986,0.9074143824534415,0,0.632755905511811
2,0,6025,11313.083750212985,0.9074143824534415,0,0.6325459317585301
2,0,6010,11201.816666572988,0.9074143824534415,0,0.6309711286089239
2,0,6001,11201.816666572988,0.9074143824534415,0,0.6300262467191601
2,0,5987,10868.121111026989,0.9074143824534415,0,0.6285564304461942
2,0,5978,10720.524999970989,0.9074143824534415,0,0.6276115485564304
2,0,5967,10666.21388884099,0.9074143824534415,0,0.6264566929133858
2,0,5971,10527.269999758992,0.9074143824534415,0,0.6268766404199475
2,0,5966,10479.566666491992,0.9074143824534415,0,0.6263517060367454
2,0,5964,10538.455555776987,0.9074143824534415,0,0.6261417322834646
2,0,5964,10463.333333204992,0.9074143824534415,0,0.6261417322834646
2,0,5969,10384.45111135199,0.9074143824534415,0,0.6266666666666667
2,0,5971,10363.558888779991,0.9074143824534415,0,0.6268766404199475
3,0,5977,10601.843611032991,0.9074143824534415,0,0.62750656167979
3,0,5982,10681.347222085991,0.9074143824534415,0,0.6280314960629921
3,0,5988,10653.967499858989,0.9074143824534415,0,0.6286614173228346
3,0,5996,10873.477777706992,0.9074143824534415,0,0.629501312335958
3,0,5999,10977.608333264992,0.9074143824534415,0,0.6298162729658793
3,0,5994,10925.56111121499,0.9074143824534415,0,0.6292913385826772
3,0,5988,10785.65249994899,0.9074143824534415,0,0.6286614173228346
3,0,5992,10733.18333331599,0.9074143824534415,0,0.6290813648293964
3,0,5986,10720.19833316599,0.9074143824534415,0,0.6284514435695538
3,0,5988,10715.483333259992,0.9074143824534415,0,0.6286614173228346
3,0,6000,10893.330000009992,0.9074143824534415,0,0.6299212598425197
3,0,6000,10974.483333259992,0.9074143824534415,0,0.6299212598425197
4,0,6002,10976.332222480993,0.9074143824534415,0,0.6301312335958005
4,0,5997,10955.959722264994,0.9074143824534415,0,0.6296062992125985
4,0,5998,10946.733333286993,0.9074143824534415,0,0.6297112860892389
4,0,5995,10952.854861064994,0.9074143824534415,0,0.6293963254593176
4,0,6000,10883.375278001995,0.9074143824534415,0,0.6299212598425197
4,0,6001,10878.303333574995,0.9074143824534415,0,0.6300262467191601
4,0,5992,10889.816666506993,0.9074143824534415,0,0.6290813648293964
4,0,5987,10801.208333205994,0.9074143824534415,0,0.6285564304461942
4,0,5986,10763.233333205992,0.9074143824534415,0,0.6284514435695538
4,0,5975,10781.085416475991,0.9074143824534415,0,0.6272965879265092
4,0,5976,10789.358333274991,0.9074143824534415,0,0.6274015748031496
4,0,5977,10789.358333274991,0.9074143824534415,0,0.62750656167979
5,0,5979,10894.87083324499,0.9074143824534415,0,0.6277165354330708
5,0,5984,10942.274999928995,0.9074143824534415,0,0.6282414698162729
5,0,5988,10970.808333328994,0.9074143824534415,0,0.6286614173228346
5,0,5989,11040.412778046992,0.9074143824534415,0,0.628766404199475
5,0,5998,11066.941666520994,0.9074143824534415,0,0.6297112860892389
5,0,6004,11046.141666520994,0.9074143824534415,0,0.6303412073490814
5,0,6015,11454.995416520993,0.9074143824534415,0,0.631496062992126
5,0,6027,11608.316666700994,0.9074143824534415,0,0.632755905511811
5,0,6045,11592.816666700994,0.9074143824534415,0,0.6346456692913386
5,0,6062,12092.190971807995,0.9074143824534415,0,0.6364304461942257
5,0,6078,12323.60833328899,0.9074143824534415,0,0.6381102362204725
5,0,6089,12323.60833328899,0.9074143824534415,0,0.6392650918635171
6,0,6083,12546.01666656999,0.9074143824534415,0,0.6386351706036746
6,0,6091,12665.774999813988,0.9074143824534415,0,0.6394750656167979
6,0,6097,12665.774999813988,0.9074143824534415,0,0.6401049868766404
6,0,6091,12769.100694481995,0.9074143824534415,0,0.6394750656167979
6,0,6083,12827.183333237992,0.9074143824534415,0,0.6386351706036746
6,0,6068,12826.003333237992,0.9074143824534415,0,0.6370603674540682
6,0,6040,12827.566666214987,0.9074143824534415,0,0.6341207349081365
6,0,6006,12829.691666727995,0.9074143824534415,0,0.6305511811023622
6,0,5969,12801.776388982991,0.9074143824534415,0,0.6266666666666667
6,0,5914,12729.124999734991,0.9074143824534415,0,0.6208923884514436
6,0,5857,12701.733333482987,0.9074143824534415,0,0.6149081364829396
6,0,5784,12619.73388927099,0.9074143824534415,0,0.607244094488189
7,0,5693,12157.257222245995,0.9284001794291499,0,0.5976902887139107
7,0,5604,11954.150000089992,0.9284001794291499,0,0.5883464566929134
7,0,5520,11968.054999587996,0.9284001794291499,0,0.5795275590551181
7,0,5425,11375.208944410995,0.9284001794291499,0,0.5695538057742782
7,0,5343,11101.791666644995,0.9284001794291499,0,0.5609448818897638
7,0,5253,11130.03569470299,0.9284001794291499,0,0.551496062992126
7,0,5155,10909.839444696998,0.9284001794291499,0,0.5412073490813648
7,0,5057,10674.370555995993,0.9284001794291499,0,0.5309186351706037
7,0,4985,10615.333333503992,0.9284001794291499,0,0.5233595800524934
7,0,4882,10070.779583476995,0.9284001794291499,0,0.5125459317585301
7,0,4776,9700.228750235998,0.9284001794291499,0,0.5014173228346457
7,0,4676,9643.666666821,0.9284001794291499,0,0.4909186351706037
8,0,4579,8585.722222157996,0.9589707281255062,0,0.48073490813648295
8,0,4502,8056.750000052,0.9589707281255062,0,0.4726509186351706
8,0,4440,8056.750000052,0.9589707281255062,0,0.46614173228346456
8,0,4387,7095.378750054998,0.9589707281255062,0,0.46057742782152233
8,0,4355,6649.724999941998,0.9589707281255062,0,0.45721784776902885
8,0,4339,6462.2326388189995,0.9589707281255062,0,0.45553805774278217
8,0,4341,6378.2500000249975,0.9589707281255062,0,0.45574803149606297
8,0,4350,6313.902777891998,0.9589707281255062,0,0.4566929133858268
8,0,4362,6297.682083352996,0.9589707281255062,0,0.4579527559055118
8,0,4379,6303.791666573001,0.9589707281255062,0,0.45973753280839896
8,0,4382,6177.944444394002,0.9589707281255062,0,0.4600524934383202
8,0,4395,6119.624999858999,0.9589707281255062,0,0.46141732283464565
9,0,4414,6044.8251390999985,0.9749071140364373,0,0.46341207349081365
9,0,4418,6009.083333435002,0.9749071140364373,0,0.4638320209973753
9,0,4428,6008.882083435002,0.9749071140364373,0,0.46488188976377953
9,0,4449,5920.680555536004,0.9749071140364373,0,0.46708661417322833
